,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",2p2c,1653,1150,1523,1945,870,1885,2222,11248,19836,13795,18278,23337,10442,22623,26667,134978,,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",2p3c,1992,1403,1581,2306,1054,2073,2712,13121,23904,16830,18970,27673,12647,24875,32549,157448,,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",2p4c,1992,1717,1626,2385,1151,2073,3012,13956,23904,20599,19512,28625,13817,24875,36142,167476,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",1p0c,1286,402,1129,661,524,0,1117,5120,15432,4823,13553,7935,6289,0,13407,61439,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",1p1c,1680,589,1404,1053,705,1445,1971,8846,20160,7073,16853,12630,8455,17338,23646,106154,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",1p2c,1680,869,1543,1444,791,2104,2537,10968,20160,10430,18518,17326,9497,25246,30441,131618,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",1p3c,2192,1158,1701,1835,1040,2307,3252,13485,26304,13898,20413,22022,12482,27679,39019,161816,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",1p4c,2192,1418,1767,1918,1121,2307,3482,14205,26304,17015,21205,23018,13449,27679,41785,170456,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",2p0c,1294,737,1352,1322,631,0,1235,6570,15528,8843,16220,15869,7566,0,14814,78841,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",2p1c,1680,914,1484,1714,805,1445,2003,10046,20160,10972,17812,20565,9665,17338,24037,120548,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",2p2c,1680,1163,1638,2105,883,2104,2517,12089,20160,13952,19652,25261,10591,25246,30199,145062,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",2p3c,2192,1418,1700,2496,1121,2307,3174,14408,26304,17021,20404,29957,13451,27679,38083,172899,,0,,,
3408,CT,"Southern Middlesex County, CT HUD Metro FMR Area",2p4c,2192,1736,1749,2579,1220,2307,3478,15261,26304,20834,20992,30953,14635,27679,41739,183135,,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",1p0c,851,355,1096,541,374,0,762,3979,10212,4261,13154,6491,4493,0,9141,47751,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",1p1c,1143,521,1328,805,517,638,906,5856,13716,6248,15930,9656,6198,7655,10867,70270,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",1p2c,1143,768,1455,1069,593,1159,1137,7324,13716,9213,17454,12822,7119,13911,13649,87884,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",1p3c,1456,1023,1612,1332,770,1320,1575,9088,17472,12277,19340,15988,9236,15836,18900,109050,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",1p4c,1456,1253,1679,1373,841,1320,1801,9722,17472,15031,20144,16479,10091,15836,21606,116660,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",2p0c,952,651,1276,1082,498,0,874,5332,11424,7811,15313,12981,5972,0,10486,63987,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",2p1c,1143,808,1397,1346,606,638,1057,6993,13716,9692,16759,16147,7268,7655,12685,83921,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",2p2c,1143,1027,1549,1609,674,1159,1157,8319,13716,12325,18585,19313,8085,13911,13888,99823,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",2p3c,1456,1253,1612,1873,841,1320,1417,9772,17472,15036,19342,22478,10093,15836,17003,117261,73064.75541,0,,,
3409,MS,"Hattiesburg, MS HUD Metro FMR Area",2p4c,1456,1534,1663,1914,928,1320,1623,10438,17472,18404,19953,22970,11139,15836,19481,125254,73064.75541,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",1p0c,656,322,1222,538,304,0,704,3746,7872,3865,14662,6457,3644,0,8448,44948,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",1p1c,933,472,1438,801,436,659,836,5575,11196,5668,17258,9606,5236,7904,10034,66901,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",1p2c,933,697,1567,1063,506,1200,1032,6996,11196,8359,18803,12755,6071,14394,12378,83957,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",1p3c,1232,928,1663,1325,671,1366,1392,8577,14784,11138,19956,15904,8048,16392,16705,102926,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",1p4c,1232,1136,1734,1366,735,1366,1597,9167,14784,13637,20810,16395,8824,16392,19166,110007,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",2p0c,783,591,1376,1076,426,0,806,5058,9396,7087,16510,12914,5117,0,9671,60694,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",2p1c,933,733,1497,1339,517,659,972,6649,11196,8793,17963,16063,6206,7904,11662,79787,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",2p2c,933,932,1587,1601,579,1200,1049,7880,11196,11182,19044,19212,6948,14394,12588,94564,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",2p3c,1232,1137,1653,1863,735,1366,1251,9238,14784,13641,19841,22361,8825,16392,15010,110854,61280,0,,,
3410,MS,"Covington County, MS HUD Metro FMR Area",2p4c,1232,1391,1708,1904,815,1366,1435,9852,14784,16697,20500,22852,9774,16392,17223,118222,61280,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",1p0c,818,327,1103,466,356,0,741,3810,9816,3924,13230,5590,4266,0,8889,45715,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",1p1c,1046,480,1323,730,474,568,814,5434,12552,5755,15871,8764,5684,6812,9764,65202,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",1p2c,1046,707,1448,995,544,995,954,6689,12552,8486,17381,11939,6532,11939,11444,80272,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",1p3c,1334,942,1540,1259,707,1126,1301,8209,16008,11307,18477,15113,8481,13516,15610,98512,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",1p4c,1334,1154,1676,1328,772,1126,1569,8959,16008,13844,20112,15934,9268,13516,18830,107512,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",2p0c,851,600,1270,932,450,0,803,4906,10212,7195,15238,11180,5404,0,9639,58868,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",2p1c,1046,744,1389,1196,556,568,963,6461,12552,8927,16663,14354,6669,6812,11551,77528,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",2p2c,1046,946,1474,1461,619,995,1008,7549,12552,11352,17693,17529,7422,11939,12099,90586,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",2p3c,1334,1154,1606,1725,773,1126,1202,8921,16008,13849,19277,20703,9270,13516,14426,107049,73788.48999,0,,,
3411,NC,"Hickory-Lenoir-Morganton, NC MSA",2p4c,1334,1413,1660,1794,853,1126,1414,9593,16008,16951,19918,21524,10233,13516,16969,115119,73788.48999,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",1p0c,1584,390,1072,450,613,0,1197,5306,19008,4685,12858,5396,7356,0,14367,63670,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",1p1c,1822,573,1382,705,743,918,1449,7592,21864,6870,16586,8455,8921,11018,17388,91102,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",1p2c,1822,844,1522,959,828,1616,1882,9473,21864,10130,18258,11513,9933,19392,22583,113674,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",1p3c,2195,1125,1617,1214,1031,1831,2447,11460,26340,13499,19400,14571,12369,21969,29367,137514,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",1p4c,2195,1377,1684,1282,1109,1831,2701,12178,26340,16527,20207,15378,13309,21969,32410,146139,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",2p0c,1646,716,1328,899,733,0,1190,6512,19752,8589,15938,10792,8799,0,14276,78146,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",2p1c,1822,888,1460,1154,841,918,1422,8506,21864,10657,17525,13851,10097,11018,17060,102071,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",2p2c,1822,1129,1550,1409,916,1616,1689,10132,21864,13552,18603,16909,10996,19392,20265,121581,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",2p3c,2195,1378,1614,1664,1109,1831,2137,11927,26340,16533,19362,19968,13311,21969,25642,143123,100697,0,,,
3412,SC,"Beaufort County, SC HUD Metro FMR Area",2p4c,2195,1686,1733,1731,1205,1831,2442,12823,26340,20236,20792,20774,14460,21969,29303,153873,100697,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",1p0c,1094,370,1188,449,455,0,901,4457,13128,4442,14261,5382,5455,0,10811,53479,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",1p1c,1258,543,1377,703,559,614,882,5935,15096,6514,16521,8431,6709,7363,10589,71224,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",1p2c,1258,801,1487,957,639,1261,1166,7568,15096,9606,17838,11481,7669,15131,13994,90816,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",1p3c,1763,1067,1568,1211,879,1460,1784,9731,21156,12800,18811,14531,10543,17521,21404,116766,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",1p4c,1763,1306,1627,1278,953,1460,2019,10406,21156,15672,19527,15336,11434,17521,24227,124874,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",2p0c,1136,679,1310,897,563,0,925,5510,13632,8144,15725,10763,6761,0,11098,66124,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",2p1c,1258,842,1415,1151,652,614,1005,6937,15096,10105,16985,13813,7824,7363,12055,83241,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",2p2c,1258,1071,1493,1405,723,1261,1102,8312,15096,12851,17913,16863,8677,15131,13219,99749,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",2p3c,1763,1306,1549,1659,953,1460,1519,10210,21156,15677,18592,19912,11436,17521,18224,122519,72745,0,,,
3413,SC,"Jasper County, SC HUD Metro FMR Area",2p4c,1763,1599,1667,1727,1044,1460,1778,11037,21156,19189,20001,20718,12526,17521,21332,132444,72745,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",1p0c,1243,328,1025,491,488,0,935,4510,14916,3935,12303,5892,5853,0,11218,54117,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",1p1c,1430,481,1209,771,593,647,1020,6151,17160,5770,14508,9247,7119,7765,12238,73808,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",1p2c,1430,709,1317,1050,664,1002,1167,7339,17160,8508,15801,12602,7969,12024,14008,88072,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",1p3c,1931,945,1396,1330,893,1111,1676,9282,23172,11338,16755,15957,10714,13334,20114,111384,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",1p4c,1931,1157,1455,1400,959,1111,1895,9907,23172,13881,17459,16800,11504,13334,22739,118889,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",2p0c,1291,601,1158,982,587,0,1029,5649,15492,7214,13898,11784,7049,0,12352,67789,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",2p1c,1430,746,1261,1262,676,647,1170,7191,17160,8950,15130,15139,8107,7765,14044,86295,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",2p2c,1430,949,1336,1541,739,1002,1166,8162,17160,11382,16035,18494,8862,12024,13989,97945,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",2p3c,1931,1157,1392,1821,959,1111,1498,9868,23172,13886,16700,21849,11505,13334,17975,118421,64921,0,,,
3414,GA,"Hinesville, GA HUD Metro FMR Area",2p4c,1931,1416,1502,1891,1039,1111,1733,10624,23172,16996,18028,22692,12471,13334,20792,127486,64921,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",1p0c,898,312,1216,491,376,0,837,4129,10776,3739,14589,5892,4506,0,10042,49544,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",1p1c,1033,457,1459,771,463,517,870,5569,12396,5482,17509,9247,5551,6205,10437,66827,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",1p2c,1033,674,1595,1050,530,796,926,6604,12396,8084,19140,12602,6359,9551,11110,79242,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",1p3c,1308,898,1692,1330,685,882,1213,8007,15696,10772,20305,15957,8218,10580,14553,96082,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",1p4c,1308,1099,1837,1400,747,882,1455,8728,15696,13189,22045,16800,8968,10580,17455,104733,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",2p0c,933,571,1395,982,467,0,936,5284,11196,6854,16734,11784,5604,0,11234,63406,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",2p1c,1033,709,1522,1262,541,517,1021,6604,12396,8504,18267,15139,6489,6205,12246,79246,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",2p2c,1033,901,1613,1541,601,796,991,7476,12396,10815,19357,18494,7206,9551,11891,89709,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",2p3c,1308,1099,1753,1821,747,882,1145,8756,15696,13193,21039,21849,8969,10580,13745,105072,70224,0,,,
3415,GA,"Long County, GA HUD Metro FMR Area",2p4c,1308,1346,1809,1891,824,882,1327,9385,15696,16149,21703,22692,9887,10580,15919,112625,70224,0,,,
3416,FL,"Homosassa Springs, FL MSA",1p0c,945,362,991,514,406,0,591,3808,11340,4339,11895,6163,4868,0,7095,45699,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",1p1c,1198,530,1211,807,537,659,643,5584,14376,6362,14526,9680,6439,7908,7717,67008,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",1p2c,1198,782,1342,1100,615,1141,747,6923,14376,9382,16098,13197,7376,13688,8963,83079,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",1p3c,1679,1042,1439,1393,845,1289,1135,8820,20148,12501,17263,16714,10137,15466,13614,105843,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",1p4c,1679,1276,1510,1465,917,1289,1336,9472,20148,15306,18123,17577,11007,15466,16034,113661,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",2p0c,951,663,1158,1027,501,0,660,4960,11412,7954,13897,12325,6013,0,7920,59521,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",2p1c,1198,822,1281,1320,627,659,780,6688,14376,9869,15372,15842,7527,7908,9364,80260,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",2p2c,1198,1046,1372,1613,697,1141,791,7858,14376,12550,16463,19360,8360,13688,9494,94291,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",2p3c,1679,1276,1439,1906,917,1289,1008,9514,20148,15311,17264,22877,11009,15466,12093,114167,69407,0,,,
3416,FL,"Homosassa Springs, FL MSA",2p4c,1679,1562,1560,1978,1006,1289,1200,10273,20148,18740,18716,23740,12074,15466,14394,123278,69407,0,,,
3417,AR,"Hot Springs, AR MSA",1p0c,799,335,1038,481,352,0,705,3709,9588,4015,12456,5770,4224,0,8459,44511,70043,0,,,
3417,AR,"Hot Springs, AR MSA",1p1c,1037,491,1259,754,474,672,860,5547,12444,5888,15104,9052,5692,8063,10322,66564,70043,0,,,
3417,AR,"Hot Springs, AR MSA",1p2c,1037,724,1384,1028,547,1223,1077,7019,12444,8683,16607,12334,6559,14671,12929,84228,70043,0,,,
3417,AR,"Hot Springs, AR MSA",1p3c,1311,964,1474,1301,706,1392,1531,8680,15732,11570,17687,15616,8477,16705,18370,104157,70043,0,,,
3417,AR,"Hot Springs, AR MSA",1p4c,1311,1181,1607,1371,774,1392,1822,9456,15732,14166,19279,16450,9282,16705,21859,113472,70043,0,,,
3417,AR,"Hot Springs, AR MSA",2p0c,805,614,1210,962,440,0,751,4781,9660,7362,14514,11540,5285,0,9006,57366,70043,0,,,
3417,AR,"Hot Springs, AR MSA",2p1c,1037,761,1328,1235,558,672,962,6554,12444,9134,15936,14822,6699,8063,11548,78646,70043,0,,,
3417,AR,"Hot Springs, AR MSA",2p2c,1037,968,1413,1509,623,1223,1045,7817,12444,11616,16954,18104,7470,14671,12545,93804,70043,0,,,
3417,AR,"Hot Springs, AR MSA",2p3c,1311,1181,1541,1782,774,1392,1285,9266,15732,14171,18497,21386,9284,16705,15415,111189,70043,0,,,
3417,AR,"Hot Springs, AR MSA",2p4c,1311,1445,1594,1852,856,1392,1504,9953,15732,17345,19124,22220,10269,16705,18047,119441,70043,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",1p0c,786,341,1104,489,350,0,691,3760,9432,4089,13250,5866,4198,0,8289,45123,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",1p1c,1146,500,1329,767,511,710,894,5856,13752,5996,15945,9205,6131,8517,10728,70273,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",1p2c,1146,737,1453,1045,585,1352,1210,7528,13752,8841,17438,12545,7015,16223,14525,90338,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",1p3c,1382,982,1609,1324,734,1550,1638,9218,16584,11781,19311,15884,8807,18594,19653,110613,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",1p4c,1382,1202,1676,1394,802,1550,1880,9885,16584,14424,20107,16726,9627,18594,22563,118624,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",2p0c,934,625,1277,978,484,0,822,5118,11208,7496,15318,11732,5807,0,9859,61420,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",2p1c,1146,775,1395,1256,596,710,1016,6894,13752,9301,16737,15071,7157,8517,12192,82727,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",2p2c,1146,986,1546,1534,662,1352,1146,8372,13752,11827,18554,18411,7942,16223,13752,100461,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",2p3c,1382,1202,1609,1813,802,1550,1381,9738,16584,14429,19306,21750,9629,18594,16566,116858,76521.10501,0,,,
3418,LA,"Houma-Thibodaux, LA MSA",2p4c,1382,1472,1660,1883,886,1550,1593,10425,16584,17661,19919,22591,10632,18594,19115,125096,76521.10501,0,,,
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1p0c,1226,321,1015,422,480,0,652,4116,14712,3847,12185,5065,5762,0,7821,49392,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1p1c,1529,470,1299,660,621,847,788,6213,18348,5641,15582,7925,7448,10159,9455,74557,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1p2c,1529,693,1421,899,690,1637,1023,7892,18348,8318,17056,10785,8279,19649,12270,94705,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1p3c,2038,924,1505,1137,920,1881,1458,9861,24456,11084,18057,13644,11034,22569,17493,118337,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1p4c,2038,1131,1564,1202,984,1881,1638,10438,24456,13570,18762,14427,11806,22569,19660,125251,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2p0c,1279,588,1260,844,580,0,721,5272,15348,7052,15120,10129,6955,0,8655,63259,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2p1c,1529,729,1377,1082,701,847,868,7133,18348,8750,16527,12989,8413,10159,10414,85601,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2p2c,1529,927,1457,1321,763,1637,945,8579,18348,11127,17478,15849,9151,19649,11341,102944,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2p3c,2038,1131,1512,1559,984,1881,1210,10316,24456,13575,18144,18709,11808,22569,14525,123786,95119.47562,1,83,57,65
3419,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2p4c,2038,1385,1623,1624,1063,1881,1413,11026,24456,16616,19471,19491,12752,22569,16956,132310,95119.47562,1,83,57,65
3420,TX,"Brazoria County, TX HUD Metro FMR Area",1p0c,951,318,1157,494,394,0,615,3929,11412,3819,13881,5930,4729,0,7381,47153,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",1p1c,1260,467,1451,776,536,847,758,6095,15120,5601,17417,9308,6433,10159,9100,73138,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",1p2c,1260,688,1600,1057,605,1637,1013,7861,15120,8259,19196,12687,7258,19649,12157,94326,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",1p3c,1683,917,1767,1339,807,1881,1453,9847,20196,11005,21199,16065,9687,22569,17436,118158,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",1p4c,1683,1123,1837,1409,871,1881,1640,10444,20196,13474,22041,16910,10454,22569,19685,125330,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",2p0c,1138,584,1404,988,535,0,745,5394,13656,7002,16849,11861,6414,0,8944,64725,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",2p1c,1260,724,1544,1270,616,847,867,7128,15120,8688,18533,15239,7392,10159,10400,85531,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",2p2c,1260,921,1706,1551,677,1637,983,8735,15120,11048,20466,18617,8125,19649,11798,104823,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",2p3c,1683,1123,1771,1833,871,1881,1230,10393,20196,13478,21256,21995,10455,22569,14765,124715,109768,0,,,
3420,TX,"Brazoria County, TX HUD Metro FMR Area",2p4c,1683,1375,1822,1903,949,1881,1413,11027,20196,16498,21869,22841,11392,22569,16961,132326,109768,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",1p0c,802,314,1176,498,346,0,571,3707,9624,3762,14111,5977,4156,0,6857,44487,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",1p1c,1001,460,1533,782,454,847,676,5752,12012,5516,18395,9383,5442,10159,8113,69021,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",1p2c,1001,678,1692,1066,521,1637,907,7503,12012,8134,20309,12790,6255,19649,10881,90030,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",1p3c,1403,903,1801,1350,716,1881,1299,9353,16836,10839,21608,16196,8592,22569,15590,112230,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",1p4c,1403,1106,1877,1420,779,1881,1486,9953,16836,13270,22529,17045,9347,22569,17835,119432,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",2p0c,891,575,1476,996,455,0,683,5076,10692,6896,17714,11955,5461,0,8193,60911,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",2p1c,1001,713,1627,1280,532,847,803,6803,12012,8557,19524,15361,6386,10159,9634,81633,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",2p2c,1001,907,1729,1564,592,1637,881,8311,12012,10881,20746,18767,7108,19649,10571,99735,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",2p3c,1403,1106,1801,1848,779,1881,1112,9929,16836,13275,21607,22173,9349,22569,13341,119150,95354,0,,,
3421,TX,"Austin County, TX HUD Metro FMR Area",2p4c,1403,1354,1857,1919,856,1881,1268,10538,16836,16248,22287,23022,10272,22569,15216,126451,95354,0,,,
3422,KY,"Carter County, KY HUD Metro FMR Area",1p0c,657,353,1117,420,314,0,713,3574,7884,4235,13408,5042,3763,0,8555,42886,64750,0,,,
3422,KY,"Carter County, KY HUD Metro FMR Area",1p1c,867,518,1348,657,430,572,804,5196,10404,6210,16175,7888,5158,6865,9651,62351,64750,0,,,
